;all_texts;ats;texts;hashtags
496;"Beyond honored that @TIME included Beyond Sausage in their Best Inventions of 2018.

From day 1 our vision has been that you don't need an animal to create meat. Our team works hard to build meat directly from plants to bring exciting change to your plate! https://t.co/CiGGhBLMaE";['time'];['beyond', 'honored', 'that', 'included', 'beyond', 'sausage', 'in', 'their', 'best', 'inventions', 'of', '2018', 'from', 'day', '1', 'our', 'vision', 'has', 'been', 'that', 'you', 'don', 'need', 'an', 'animal', 'to', 'create', 'meat', 'our', 'team', 'works', 'hard', 'to', 'build', 'meat', 'directly', 'from', 'plants', 'to', 'bring', 'exciting', 'change', 'to', 'your', 'plate', 'https'];[]
497;"More #Thanksgiving recipe inspo - Beyond Burger BBQ Meatloaf by @ChefCharity. 

Full recipe here: https://t.co/MJLYRQA7ki https://t.co/NMfMeAp0ya";['chefcharity'];['more', 'thanksgiving', 'recipe', 'inspo', 'beyond', 'burger', 'bbq', 'meatloaf', 'by', 'full', 'recipe', 'here', 'https', 'https'];['thanksgiving']
498;"Beyond Sausage was listed in @TIME's Best Inventions of 2018 - ""50 groundbreaking inventions that are changing the way we live, work, play and think about what’s possible."" 

Excited to make it more available in 2019! Full article here ➡️ https://t.co/Z5IRzSdwLm";['time'];['beyond', 'sausage', 'was', 'listed', 'in', 'best', 'inventions', 'of', '2018', '50', 'groundbreaking', 'inventions', 'that', 'are', 'changing', 'the', 'way', 'we', 'live', 'work', 'play', 'and', 'think', 'about', 'what', 'possible', 'excited', 'to', 'make', 'it', 'more', 'available', 'in', '2019', 'full', 'article', 'here', 'https'];[]
499;"T-Minus 4 days until we get to stuff our faces with this Beyond Burger Thanksgiving Stuffing 😋 

Check out the full recipe here: https://t.co/p236222pFZ https://t.co/bmoJhmdcuN";[];['t', '4', 'days', 'until', 'we', 'get', 'to', 'stuff', 'our', 'faces', 'with', 'this', 'beyond', 'burger', 'thanksgiving', 'stuffing', 'check', 'out', 'the', 'full', 'recipe', 'here', 'https', 'https'];[]
500;We'll take 4 more! https://t.co/RJb0f3S84D;[];['we', 'take', '4', 'more', 'https'];[]
501;🙌🙌 https://t.co/As9kBQwJyN;[];['https'];[]
502;"We're getting ready for a very Beyond Thanksgiving!

Check out these 100% plant-based dishes for your upcoming #Thanksgiving dinner here ➡️ https://t.co/p236222pFZ https://t.co/SrbkfadLPs";[];['we', 'getting', 'ready', 'for', 'a', 'very', 'beyond', 'thanksgiving', 'check', 'out', 'these', '100', 'plant', 'dishes', 'for', 'your', 'upcoming', 'thanksgiving', 'dinner', 'here', 'https', 'https'];['thanksgiving']
503;@greenurlifenow We will be in Canadian grocery stores as soon as we can!;['greenurlifenow'];['we', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
504;"Add this to your Thanksgiving plate! Beyond Burger Stuffed Acorn Squash. 

Full recipe here: https://t.co/VPABnnK3qh

#BeyondGrateful https://t.co/Lh7Hka62o9";[];['add', 'this', 'to', 'your', 'thanksgiving', 'plate', 'beyond', 'burger', 'stuffed', 'acorn', 'squash', 'full', 'recipe', 'here', 'https', 'beyondgrateful', 'https'];['beyondgrateful']
505;@mhairi_adams @honestburgers We're so happy you could enjoy the tasty #BeyondBurger 😋;['mhairi_adams', 'honestburgers'];['we', 'so', 'happy', 'you', 'could', 'enjoy', 'the', 'tasty', 'beyondburger'];['beyondburger']
506;@bluedonkey @FieldRoast Can't wait to hear how much you enjoy the #BeyondSausage 😋;['bluedonkey', 'fieldroast'];['can', 'wait', 'to', 'hear', 'how', 'much', 'you', 'enjoy', 'the', 'beyondsausage'];['beyondsausage']
507;"Check out what these two meat eaters at @Inc thought of a Beyond Meat inspired #Thanksgiving dinner. Spoiler alert: they loved it! 

Check out the full video for some last minute recipe inspo!  https://t.co/dMqZVrk50R";['inc'];['check', 'out', 'what', 'these', 'two', 'meat', 'eaters', 'at', 'thought', 'of', 'a', 'beyond', 'meat', 'inspired', 'thanksgiving', 'dinner', 'spoiler', 'alert', 'they', 'loved', 'it', 'check', 'out', 'the', 'full', 'video', 'for', 'some', 'last', 'minute', 'recipe', 'inspo', 'https'];['thanksgiving']
508;"Beyond grateful for all of our fans and your global support for The #FutureofProtein 🍔🌱 

#HappyThanksgiving! https://t.co/iM2QMSGkW4";[];['beyond', 'grateful', 'for', 'all', 'of', 'our', 'fans', 'and', 'your', 'global', 'support', 'for', 'the', 'futureofprotein', 'happythanksgiving', 'https'];['futureofprotein', 'happythanksgiving']
509;"@RoshDamunki We sure did! You can use our locator below to find the closest spot to you.

https://t.co/D6rP3RupcY";['roshdamunki'];['we', 'sure', 'did', 'you', 'can', 'use', 'our', 'locator', 'below', 'to', 'find', 'the', 'closest', 'spot', 'to', 'you', 'https'];[]
510;@westlifebunny 👊;['westlifebunny'];[];[]
511;"ATTN Nor Cal - You can find The Beyond Burger &amp; more #PlantBased deliciousness for every occasion at  @Lucky Supermarkets &amp; Lucky California!

Check out @GrowPlantBased &amp; https://t.co/DZELENsPAU for more info. https://t.co/VU0g9EQ2VH";['lucky', 'growplantbased'];['attn', 'nor', 'cal', 'you', 'can', 'find', 'the', 'beyond', 'burger', 'amp', 'more', 'plantbased', 'deliciousness', 'for', 'every', 'occasion', 'at', 'supermarkets', 'amp', 'lucky', 'california', 'check', 'out', 'amp', 'https', 'for', 'more', 'info', 'https'];['plantbased']
512;"“This Brand Just Proved That Plant-Based Burgers Are More Sustainable Than Those Made Of Beef” - @forbes

https://t.co/KyqR1m31D0";['forbes'];['this', 'brand', 'just', 'proved', 'that', 'plant', 'burgers', 'are', 'more', 'sustainable', 'than', 'those', 'made', 'of', 'beef', 'https'];[]
513;"ICYMI: @TIME included Beyond Sausage in their Best Inventions of 2018! 

https://t.co/Z5IRzSdwLm";['time'];['icymi', 'included', 'beyond', 'sausage', 'in', 'their', 'best', 'inventions', 'of', '2018', 'https'];[]
514;"Did you know The Beyond Burger uses 99% less water than a beef burger? It's simply Meat Made Better™.

See the full environmental impact of The #BeyondBurger vs beef here ➡️ https://t.co/C5mkbCfvJ4 https://t.co/AyYAWn2GvM";[];['did', 'you', 'know', 'the', 'beyond', 'burger', 'uses', '99', 'less', 'water', 'than', 'a', 'beef', 'burger', 'it', 'simply', 'meat', 'made', 'better', 'see', 'the', 'full', 'environmental', 'impact', 'of', 'the', 'beyondburger', 'vs', 'beef', 'here', 'https', 'https'];['beyondburger']
515;"Did you know The Beyond Burger generates 90% fewer Greenhouse Gas Emissions (GHGE) than a beef burger? #GoBeyond

To see the full environmental impact of The #BeyondBurger vs beef, click here ➡️https://t.co/7QDq5LGOPT https://t.co/iCbDPqZ6xW";[];['did', 'you', 'know', 'the', 'beyond', 'burger', 'generates', '90', 'fewer', 'greenhouse', 'gas', 'emissions', 'ghge', 'than', 'a', 'beef', 'burger', 'gobeyond', 'to', 'see', 'the', 'full', 'environmental', 'impact', 'of', 'the', 'beyondburger', 'vs', 'beef', 'click', 'here', 'https', 'https'];['gobeyond', 'beyondburger']
516;@GFerro65 Our Beyond Burger is 100% soy-free.;['gferro65'];['our', 'beyond', 'burger', 'is', '100', 'soy'];[]
517;"The meat we eat has a huge impact on the environment. Did you know The Beyond Burger uses 93% less land than a beef burger? 

To see the full environmental impact of The #BeyondBurger vs beef, click here ➡️ https://t.co/7QDq5LYpHr https://t.co/belh9KZAvU";[];['the', 'meat', 'we', 'eat', 'has', 'a', 'huge', 'impact', 'on', 'the', 'environment', 'did', 'you', 'know', 'the', 'beyond', 'burger', 'uses', '93', 'less', 'land', 'than', 'a', 'beef', 'burger', 'to', 'see', 'the', 'full', 'environmental', 'impact', 'of', 'the', 'beyondburger', 'vs', 'beef', 'click', 'here', 'https', 'https'];['beyondburger']
518;@Astrogal1979 @AWCanada Hey Sarai! We are excited to expand internationally and will be in Canadian grocery stores as soon as we can!;['astrogal1979', 'awcanada'];['hey', 'sarai', 'we', 'are', 'excited', 'to', 'expand', 'internationally', 'and', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
519;"Holiday wishes do come true! You can now add The #BeyondBurger to any meal from @TerrasKitchen &amp; have it delivered to your door! https://t.co/QZ39Ez1ASK";['terraskitchen'];['holiday', 'wishes', 'do', 'come', 'true', 'you', 'can', 'now', 'add', 'the', 'beyondburger', 'to', 'any', 'meal', 'from', 'amp', 'have', 'it', 'delivered', 'to', 'your', 'door', 'https'];['beyondburger']
520;@ssierraashley This is so great to hear 😃;['ssierraashley'];['this', 'is', 'so', 'great', 'to', 'hear'];[]
521;@maryjanewoodas We will be in Canadian grocery stores as soon as we can!;['maryjanewoodas'];['we', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
522;@Chiquetet44 Can't wait to hear how much you enjoy!;['chiquetet44'];['can', 'wait', 'to', 'hear', 'how', 'much', 'you', 'enjoy'];[]
523;@casismithh Same!;['casismithh'];['same'];[]
524;@BourgetSonia @EstherThePig Check out our store locator to find a retailer or restaurant near you! https://t.co/D6rP3RcOlq;['bourgetsonia', 'estherthepig'];['check', 'out', 'our', 'store', 'locator', 'to', 'find', 'a', 'retailer', 'or', 'restaurant', 'near', 'you', 'https'];[]
525;@redskiner28 You can learn how much water The #BeyondBurger saves here: https://t.co/YKsvbOOQfG;['redskiner28'];['you', 'can', 'learn', 'how', 'much', 'water', 'the', 'beyondburger', 'saves', 'here', 'https'];['beyondburger']
526;@MandaBarrell Not wrong at all 🙃;['mandabarrell'];['not', 'wrong', 'at', 'all'];[]
527;"Made from plants. Made for meat lovers.  
Meat case cred: @StaterBrosMkts https://t.co/0KTbeiAhto";['staterbrosmkts'];['made', 'from', 'plants', 'made', 'for', 'meat', 'lovers', 'meat', 'case', 'cred', 'https'];[]
528;@LozJr @StaterBrosMkts We are excited to expand internationally and will be in Canadian grocery stores as soon as we can!;['lozjr', 'staterbrosmkts'];['we', 'are', 'excited', 'to', 'expand', 'internationally', 'and', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
529;@AndrewCoroneo @Tesco Hey Andrew, you can also check out our store locator to find a Tesco location near you: https://t.co/D6rP3RupcY;['andrewcoroneo', 'tesco'];['hey', 'andrew', 'you', 'can', 'also', 'check', 'out', 'our', 'store', 'locator', 'to', 'find', 'a', 'tesco', 'location', 'near', 'you', 'https'];[]
530;@reidx55 We will be in Canadian grocery stores as soon as we can!;['reidx55'];['we', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
531;@M_McCubbing Christmas shopping fuel 👌;['m_mccubbing'];['christmas', 'shopping', 'fuel'];[]
532;"#ThankUNext.... bowl of chili, please! 

Warm up this weekend with this Beyond Burger Chili. Full recipe here: https://t.co/kiHYUswtZ6 https://t.co/ffXsU1FbFi";[];['thankunext', 'bowl', 'of', 'chili', 'please', 'warm', 'up', 'this', 'weekend', 'with', 'this', 'beyond', 'burger', 'chili', 'full', 'recipe', 'here', 'https', 'https'];['thankunext']
533;"The #BeyondBurger is getting its own game day. @NextLevelBurger is now serving it up at @Seahawks home games!

#SFvsSEA https://t.co/PlC3EuHL3p";['nextlevelburger', 'seahawks'];['the', 'beyondburger', 'is', 'getting', 'its', 'own', 'game', 'day', 'is', 'now', 'serving', 'it', 'up', 'at', 'home', 'games', 'sfvssea', 'https'];['beyondburger', 'sfvssea']
534;"Congrats to @DelTaco and @TGIFridays! They're both nominated for a @peta2 Libby Award - ""Most Vegan-Friendly Fast-Food Joint.""  

Show your support for their choice to serve The #FutureofProtein by voting here ⬇️  https://t.co/f7WypMMSmU";['deltaco', 'tgifridays', 'peta2'];['congrats', 'to', 'and', 'they', 'both', 'nominated', 'for', 'a', 'libby', 'award', 'most', 'vegan', 'fast', 'joint', 'show', 'your', 'support', 'for', 'their', 'choice', 'to', 'serve', 'the', 'futureofprotein', 'by', 'voting', 'here', 'https'];['futureofprotein']
535;@ljpgator Hey Linda, here is a link to this recipe on Pinterest. Hope this helps! https://t.co/efFz3tfSVW;['ljpgator'];['hey', 'linda', 'here', 'is', 'a', 'link', 'to', 'this', 'recipe', 'on', 'pinterest', 'hope', 'this', 'helps', 'https'];[]
536;@alivenaomi We will be in Canadian grocery stores as soon as we can!;['alivenaomi'];['we', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
537;@wastefighter Hey Ben, here is a link to a list of all of our products to help make your transition easier. You can also find where our products are sold by using our store locator. Hope this helps! https://t.co/DBuQNJKvHK;['wastefighter'];['hey', 'ben', 'here', 'is', 'a', 'link', 'to', 'a', 'list', 'of', 'all', 'of', 'our', 'products', 'to', 'help', 'make', 'your', 'transition', 'easier', 'you', 'can', 'also', 'find', 'where', 'our', 'products', 'are', 'sold', 'by', 'using', 'our', 'store', 'locator', 'hope', 'this', 'helps', 'https'];[]
538;@_ywilde So happy you were able to try The #BeyondBurger!;['_ywilde'];['so', 'happy', 'you', 'were', 'able', 'to', 'try', 'the', 'beyondburger'];['beyondburger']
539;@TheZombiUnicorn @seriouslyclara @FieldRoast @ImpossibleFoods There are so many delicious plant-based options. Here is a link to our product page to help you through today and many more days! https://t.co/DBuQNJKvHK;['thezombiunicorn', 'seriouslyclara', 'fieldroast', 'impossiblefoods'];['there', 'are', 'so', 'many', 'delicious', 'plant', 'options', 'here', 'is', 'a', 'link', 'to', 'our', 'product', 'page', 'to', 'help', 'you', 'through', 'today', 'and', 'many', 'more', 'days', 'https'];[]
540;"It’s a g’day for our mates in Australia 🍔🇦🇺. The #BeyondBurger is now in the meat case at @Coles, select IGA supermarkets and select restaurants! 

More exciting updates here ➡️ https://t.co/UhiXuKamsH https://t.co/QTGi8Qfw3G";['coles'];['it', 'a', 'g', 'for', 'our', 'mates', 'in', 'australia', 'the', 'beyondburger', 'is', 'now', 'in', 'the', 'meat', 'case', 'at', 'select', 'iga', 'supermarkets', 'and', 'select', 'restaurants', 'more', 'exciting', 'updates', 'here', 'https', 'https'];['beyondburger']
541;"Pretty sure there is no better combo than @EatPastry cookies &amp; Beyond Sausage. #NationalCookieDay. https://t.co/AYwmhStJRS";['eatpastry'];['pretty', 'sure', 'there', 'is', 'no', 'better', 'combo', 'than', 'cookies', 'amp', 'beyond', 'sausage', 'nationalcookieday', 'https'];['nationalcookieday']
542;@karenhunter @BigLisDubie @SXMUrbanView @rianalynn Better late than never 😉 You can learn even more about us here: https://t.co/BdeXQ681pc;['karenhunter', 'biglisdubie', 'sxmurbanview', 'rianalynn'];['better', 'late', 'than', 'never', 'you', 'can', 'learn', 'even', 'more', 'about', 'us', 'here', 'https'];[]
543;"@gwbt_ @Ashley_Isabel_M Hey Ashley! We believe the best way to get people to eat less meat is by giving them more of what they love–in our case, juicy delicious burgers, sausages &amp; more – without so many of the downsides of animal-based meats. Check out all of our products here: https://t.co/DBuQNJKvHK";['gwbt_', 'ashley_isabel_m'];['hey', 'ashley', 'we', 'believe', 'the', 'best', 'way', 'to', 'get', 'people', 'to', 'eat', 'less', 'meat', 'is', 'by', 'giving', 'them', 'more', 'of', 'what', 'they', 'love', 'our', 'case', 'juicy', 'delicious', 'burgers', 'sausages', 'amp', 'more', 'without', 'so', 'many', 'of', 'the', 'downsides', 'of', 'animal', 'meats', 'check', 'out', 'all', 'of', 'our', 'products', 'here', 'https'];[]
544;@ayastigii @TheZombiUnicorn @FieldRoast @gardein @ImpossibleFoods So great to hear you love our products @TheZombiUnicorn! @ayastigii we're here to help! You can check out all of our products and delicious plant-based recipes here:  https://t.co/DBuQNJKvHK;['ayastigii', 'thezombiunicorn', 'fieldroast', 'gardein', 'impossiblefoods', 'thezombiunicorn', 'ayastigii'];['so', 'great', 'to', 'hear', 'you', 'love', 'our', 'products', 'we', 'here', 'to', 'help', 'you', 'can', 'check', 'out', 'all', 'of', 'our', 'products', 'and', 'delicious', 'plant', 'recipes', 'here', 'https'];[]
545;"@delectablyfree @rgay @minimalistbaker @ohsheglows We've got you covered @rgay! Check out our recipe page for breakfast, lunch &amp; dinner recipes 😋
 https://t.co/ec9ZdjyYAE";['delectablyfree', 'rgay', 'minimalistbaker', 'ohsheglows', 'rgay'];['we', 'got', 'you', 'covered', 'check', 'out', 'our', 'recipe', 'page', 'for', 'breakfast', 'lunch', 'amp', 'dinner', 'recipes', 'https'];[]
546;@QueensVegan @Bareburger But what did your heart say? 😏;['queensvegan', 'bareburger'];['but', 'what', 'did', 'your', 'heart', 'say'];[]
547;@flockandstock Yum!;['flockandstock'];['yum'];[]
548;same ¯\_(ツ)_/¯ https://t.co/Lka7dHrlWI;[];['same', '_', 'https'];[]
549;"Get in my belly 🍔🤤
📸 : @haloburgeruk https://t.co/FvsETwcQS4";['haloburgeruk'];['get', 'in', 'my', 'belly', 'https'];[]
550;@jmdolphin It sure is!;['jmdolphin'];['it', 'sure', 'is'];[]
551;@Chocodrag0nfly Accurate!;['chocodrag0nfly'];['accurate'];[]
552;@IslandLiving8 The #BeyondBurger is now in 350 Tesco stores in the UK. Check out our store location to find one near you! https://t.co/DpCtErhORp;['islandliving8'];['the', 'beyondburger', 'is', 'now', 'in', '350', 'tesco', 'stores', 'in', 'the', 'uk', 'check', 'out', 'our', 'store', 'location', 'to', 'find', 'one', 'near', 'you', 'https'];['beyondburger']
553;@luisxaponte Creative!;['luisxaponte'];['creative'];[]
554;@hayleybermel @StrongHearts315 Treat yourself! You'll remember the pizza, not the money 😉;['hayleybermel', 'stronghearts315'];['treat', 'yourself', 'you', 'remember', 'the', 'pizza', 'not', 'the', 'money'];[]
555;@utlmmusicgroup @MsWrightSays So do we!;['utlmmusicgroup', 'mswrightsays'];['so', 'do', 'we'];[]
556;@_QueenKIM_ @UMich Good News, The #BeyondBurger will be in Canadian grocery stores in 2019!;['_queenkim_', 'umich'];['good', 'news', 'the', 'beyondburger', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'in', '2019'];['beyondburger']
