;full_text;created_at;retweet_count;favorite_count
1867;@native813 @GalvinSeriously We are in over 30,000 retailers nationwide! Here is a link to our store locator to help find a store near you: https://t.co/jfGHU3BF8K;Wed Sep 12 23:06:22 +0000 2018;0;1
1866;@mamecastle @raleys Our products are in over 25,000 retail stores nationwide! Check out our store locator to find the closest retailer near you: https://t.co/DpCtErzqfZ;Wed Sep 12 23:16:59 +0000 2018;1;2
1865;"@lars_halle We can assure you that it ""ain't so."" We doing everything we can to ramp up production to keep up with our hungry fans! We can't wait to be back on shelves near you.";Wed Sep 12 23:18:41 +0000 2018;0;1
1864;@VeganBros Haha thank you for the support 😍;Wed Sep 12 23:21:05 +0000 2018;0;1
1863;@JerpaDerpa So glad you enjoy! Thank you for your support 😁;Wed Sep 12 23:29:10 +0000 2018;0;1
1862;@JoeD11209 Thanks for reaching out! Retailers receive the packages frozen and then they are defrosted for the shelves. Once the package is defrosted the package has a shelf life of 10 days. After the seal is opened we recommend cooking them within 3 days. Hope this helps, enjoy!;Wed Sep 12 23:43:14 +0000 2018;0;0
1861;@KevinKittridge @RalphsGrocery Thanks for the suggestions! As for the #BeyondSausage, we have been experience an all-time high in demand and are doing everything we can to ramp up production. I don't have a set date or timeline on when we will be back on shelves, but we look forward to serving you again soon!;Wed Sep 12 23:53:46 +0000 2018;0;1
1860;@pjescobar_ @MRCONYERS @davin_gentry 😍 😍 😍;Wed Sep 12 23:55:13 +0000 2018;0;1
1859;@60sdating Thank you for reaching out.  We only sell Beyond Sausage in branded four-link packages.  We're concerned to hear you found it in the condition described and would not recommend consuming. Can you please let us know where you purchased it from? Safety is our number one priority.;Thu Sep 13 00:07:54 +0000 2018;0;0
1858;"ICYMI BBC News featured our CEO/ Founder, Ethan Brown, in their weekly “The Boss” series to highlight Beyond Meat’s mission to redefine the word ""meat.” 

Click here for full article ➡️ https://t.co/wuP1zhihmy https://t.co/COiFRXtBgW";Thu Sep 13 00:40:00 +0000 2018;16;94
1857;@Shadari_ Now that's a good bribe!;Thu Sep 13 18:32:53 +0000 2018;0;0
1856;@katwithcosmos So glad you enjoyed a delicious meal with our Beyond Chicken Strips!;Thu Sep 13 18:48:38 +0000 2018;0;1
1855;@pittbabe74 @Lindsay_Senter @AdamJBerry @amybruni Our products are in over 25,000 retail stores nationwide! Check out our store locator to find the closest retailer near you: https://t.co/DpCtErzqfZ;Thu Sep 13 18:52:37 +0000 2018;0;1
1854;@ColumbusBodega What a perfect combo!;Thu Sep 13 18:54:35 +0000 2018;0;0
1853;@riberadanielle Great question. We're seeing much higher-than-expected demand for The Beyond Burger this season. We are taking the necessary steps to make sure that we have the ability to make enough product to keep all retail shelves full. Keep an eye out for future updates!;Thu Sep 13 21:38:13 +0000 2018;0;0
1852;"@MarkCrocker Sorry you're having trouble finding Beyond Sausage. We've noticed that they're flying off the shelves a lot faster than we'd anticipated. We're doing everything we can to ramp up production &amp; make sure they'll be in stock more consistently. Thanks for your support &amp; patience!";Thu Sep 13 21:40:15 +0000 2018;0;2
1851;"Too soon? 

#PumpkinSeason #PumpkinSpice https://t.co/NOwGFM8D6N";Thu Sep 13 21:54:08 +0000 2018;16;119
1850;"""The growing demand for meat-free substitutes can be attributed to the health benefits these products possess, like lowering blood pressure, cholesterol, and body weight."" 

https://t.co/raBbO6KLgw";Fri Sep 14 01:15:01 +0000 2018;30;104
1849;@SallyDerksen @northerntapEC Yay! So glad you loved it 😍;Fri Sep 14 16:57:17 +0000 2018;0;1
1848;"How many options are too many options? The limit does not exist at @RipsMaltShop! 

#BeyondBurger #BeyondSausage #BeyondChicken #FridayInspo https://t.co/iO2YXMVgbe";Fri Sep 14 18:28:08 +0000 2018;15;80
1847;💯💯💯 https://t.co/KspiCwt48M;Fri Sep 14 22:07:37 +0000 2018;16;157
1846;"""My son's getting clean protein… and no cholesterol. He's growing like crazy right now so I want him to have that protein.""

Full @bbcnews feature on why our CEO lets his son eat a burger every day ⬇️.  

https://t.co/wuP1zhihmy";Sun Sep 16 21:10:03 +0000 2018;14;102
1845;Great news. https://t.co/l9o4ZhsBZB;Sun Sep 16 23:17:00 +0000 2018;68;406
1844;@securitydee_ 😎 😋 😍;Mon Sep 17 19:53:40 +0000 2018;0;0
1843;@dretro1984 Thank you for your support 💚;Mon Sep 17 20:21:18 +0000 2018;0;0
1842;@SirJackieKnight @OfficialJadaKai @PretzillaBuns They look delicious 😋;Tue Sep 18 22:01:22 +0000 2018;0;1
1841;"We're just a cheeseburger in paradise 🎵 Happy #nationalcheeseburgerday! 

Shout out to these restaurants who keep our bellies full with their mouth-watering Beyond Burger builds 🍔 

 @Bareburger @plowburger @VeggieGrill @ModernTimesBeer https://t.co/P05CDHzieF";Tue Sep 18 22:07:05 +0000 2018;18;99
1840;"Pt.2 #NationalCheeseburgerDay 🍔  

@NextLevelBurger @BURGERFI @theepicburger  @TGIFridays https://t.co/R3NE3aa4oI";Tue Sep 18 22:09:05 +0000 2018;21;68
1839;@ShenLun @NextLevelBurger @BURGERFI @theepicburger @TGIFridays We've begun working with distributors on a limited basis to get our products out to a few countries, including Australia. We're working on plans to expand further in the months and years ahead, but it's still taking shape. Stay tuned for more!;Tue Sep 18 22:16:22 +0000 2018;0;1
1838;@ann_macdougall Sorry to hear you are having trouble finding product. We are experiencing an all-time high in demand.  We are in the final stages of our new production facility that will more than triple production. We are excited for you to see the effects of this facility soon!;Tue Sep 18 22:20:06 +0000 2018;0;1
1837;@yamialex224 @Bareburger @plowburger @VeggieGrill @ModernTimesBeer Thanks for reaching out. We are ramping up production as quickly as possible to ensure we keep shelves near you full. We appreciate your patience and support while we start to see the effects of our efforts!;Tue Sep 18 22:21:45 +0000 2018;0;0
1836;@solivagant__ @OakMonster @peta2 I'm happy to inform you that all of our products are 100% plant-based as well as cruelty-free as we do not test on animals!;Tue Sep 18 22:31:08 +0000 2018;1;4
1835;@oconnorwrites Thanks for reaching out Joe! The #BeyondBurger should be back at @AWCanada October 1st.;Tue Sep 18 23:10:04 +0000 2018;0;2
1834;@AriaNina_ Agreed!;Tue Sep 18 23:12:12 +0000 2018;0;3
1833;@__nca @honestburgers 😂;Tue Sep 18 23:12:56 +0000 2018;0;0
1832;@RachieFrench @rhettandlink So glad you had a chance to try our #BeyondBurger! Can't wait for you to enjoy many more 😀;Tue Sep 18 23:15:40 +0000 2018;0;0
1831;@emeraldsandivy It's great to see your local store is starting to see the effects of our increased production efforts. Thanks for sharing!;Tue Sep 18 23:17:10 +0000 2018;0;0
1830;@acewhitedevil Thank you for your support 😊;Tue Sep 18 23:22:15 +0000 2018;0;1
1829;@OfficialJadaKai @SirJackieKnight @ChaoCheese Love this 😋;Tue Sep 18 23:24:22 +0000 2018;0;1
1828;@PureFrosting_ So glad you enjoyed 😁;Tue Sep 18 23:26:03 +0000 2018;0;1
1827;@MarkFirth19 @FinancialReview Hey Mark, we've begun working with distributors on a limited basis to get our products out to a few countries, including Australia. We're working on plans to expand further in the months and years ahead, but it's still taking shape. Stay tuned for more!;Tue Sep 18 23:27:27 +0000 2018;0;2
1826;@nicolettemason Hey Nicolette, our #BeyondSausage is sold at Whole Foods!  Check out our store locator to find a retailer near you: https://t.co/DpCtErzqfZ;Tue Sep 18 23:29:22 +0000 2018;0;1
1825;@deadspaceage In an effort to be able to keep up with consumer demand, we've decided to discontinue the Beast Burger to enable us to produce more popular Beyond Meat products. We're sorry to share this news but we hope you'll give some of our other products a try (https://t.co/sYwugwf1ur).;Tue Sep 18 23:31:02 +0000 2018;0;1
1824;@ponderingpodob @WholeFoods @nkrepetto This is so great to hear! Thank you for sharing with us 😊;Tue Sep 18 23:33:30 +0000 2018;0;0
1823;@deandobe @EstherThePig Thanks for reaching out Dean! We are hope to expand to Canadian grocery stores as soon as we can.;Tue Sep 18 23:36:38 +0000 2018;0;1
1822;@chinchucoronado @nguerriero19 @WholeFoods So happy you enjoyed and took the time to share with us!;Tue Sep 18 23:44:31 +0000 2018;0;1
1821;@ladypharmtech @ThatKevinSmith @VeggieGrill Thank you for the support ❤️;Wed Sep 19 00:21:09 +0000 2018;0;28
1820;@buff__garfield Thanks for reaching out! Our natural flavors in our #BeyondBurger contain onion and garlic. However, the #BeyondSausage Sweet Italian and Brat Original are free of onion and garlic. Hope this helps!;Wed Sep 19 00:32:17 +0000 2018;0;1
1819;@RealActorRob @TGIFridays So glad you enjoyed the #BeyondBurger at @TGIFridays! Thank you for your feedback.;Wed Sep 19 17:20:48 +0000 2018;0;1
1818;@QueenKimeow Sorry for the frustration. We are taking the necessary steps to make sure that we have the ability to make enough product to keep all retail shelves full. We hope you can bear with us while we work out the kinks!;Wed Sep 19 17:44:31 +0000 2018;0;0
1817;4 Plant-Based Cheeseburgers That Rival Their Beef Counterparts (Hey 👋@moderntimesDTLA) https://t.co/O8u9GekV9e via @LAMag;Wed Sep 19 21:06:13 +0000 2018;38;135
1816;"Taco 'bout exciting news... @DelTaco has looked to BEEF UP their menus w/ Beyond Meat @ 2 of their LA spots!

Not only is this our 1st US drive-through partner, but it's also the 1st Mexican drive-through to offer plant-based meat 🌱🌮

More info here ➡️ https://t.co/AU5dUuRv5Z https://t.co/zrNFRXZHv7";Thu Sep 20 20:28:26 +0000 2018;157;679
1815;@jessetenorio @DelTaco Can't wait for you to try the tacos!;Thu Sep 20 21:25:55 +0000 2018;0;22
1814;@VeganBros We can't wait for you to get your hands on these tacos 😋;Thu Sep 20 21:26:58 +0000 2018;0;1
1813;@whackkat @bp_kcc @LAmag @DelTaco @darehc They are most definitely worth giving a try 😋;Thu Sep 20 22:43:26 +0000 2018;0;1
1812;It’s all happening. https://t.co/SgeXJh7JZ3 via @LAMag;Fri Sep 21 02:06:44 +0000 2018;59;282
1811;@sampatrone Thanks for reaching out, Samantha. We will be in Tesco stores later this year, stay tuned for updates!;Fri Sep 21 16:49:54 +0000 2018;0;0
1810;@Shakes1616 @ThatKevinSmith @VeggieGrill Love that you enjoy our products! Changing the world one bite at a time 😋;Fri Sep 21 17:33:37 +0000 2018;0;1
1809;@versacegoblin @pythxness @DelTaco That's what we like to hear 😉;Fri Sep 21 17:41:01 +0000 2018;1;4
1808;@joeybrezinski @DelTaco @TeamBurritoTM Joey, so glad you got a chance to try the Beyond Tacos 😋;Fri Sep 21 17:58:44 +0000 2018;1;3
1807;@Fridays_Child @alamodrafthouse We're so glad you had the chance to try our #BeyondBurger! Thank you for sharing your experience with us.;Fri Sep 21 18:01:37 +0000 2018;0;0
1806;"@UKinNYC @LAmag Sorry to hear about the troubles getting a hold of Beyond Beef Crumbles lately. Demand is through the roof &amp; we're working hard to ramp up our production as quickly as possible. Our new production facility will more than triple production! Thank you for your support &amp; patience!";Fri Sep 21 18:07:25 +0000 2018;0;1
1805;@ethologos @FollowYourHeart Looks so delicious! Way to get creative 😍;Fri Sep 21 18:11:04 +0000 2018;0;4
1804;@eileenshorts Haha so glad to hear that you enjoyed The #BeyondBurger!;Fri Sep 21 18:12:29 +0000 2018;0;2
1803;@mellyinla @DelTaco Yay! So glad you were able to try the Beyond Taco 😁;Fri Sep 21 18:15:10 +0000 2018;0;0
1802;@cantxfindxme @DelTaco Great question, Luke! While it starts with the same base as our beefy crumbles, the Beyond Meat protein at Del Taco is a completely new recipe that we made in partnership with Del Taco, and is different than the Beefy Crumbles available at grocery stores and other restaurants.;Fri Sep 21 18:18:51 +0000 2018;0;2
1801;@georgeacosta_ 😂 We're happy that you won't be eating cat food anymore and instead eating a delicious #BeyondBurger!;Fri Sep 21 18:20:00 +0000 2018;0;1
1800;@dominiquesinger You are very welcome! The love is mutual 😍;Fri Sep 21 18:25:44 +0000 2018;0;1
1799;@christinesattva @DelTaco Thanks for the support, Christine! Sorry to hear about your troubles finding Beyond Beef Crumbles lately. Demand is at an all-time high. We are ramping up production to more than triple our current capacity. We hope you can bear with us while we start to see those effects!;Fri Sep 21 18:41:57 +0000 2018;0;0
1798;@Errrick13 Erick, sorry to hear about all the troubles finding Beyond Chicken lately. Demand is at an all-time high. We're working hard to ramp up our production so we can feed all our hungry fans. Our new facility will more than triple production. We appreciate your support and patience!;Fri Sep 21 18:47:35 +0000 2018;0;0
1797;"@priskuh @LAmag Sorry to hear about all the troubles finding Beyond Chicken Strips. Demand is at an all-time high. We're working hard to ramp up production to feed all our hungry fans. Our new production facility will more than triple our current production.  Thanks for your patience &amp; support!";Fri Sep 21 18:54:01 +0000 2018;1;6
1796;#24hourdrivethru #futureofprotein https://t.co/t7je94Ezc0;Fri Sep 21 19:03:14 +0000 2018;8;60
1795;"Prost to #Octoberfest and the only time it's acceptable to be on your wurst behavior 🍻 

Come celebrate Beyond Oktoberfest at @schalletrstube with this amazing #BeyondSausage special! https://t.co/IAkeWBl5sU";Sat Sep 22 17:17:02 +0000 2018;33;189
1794;@plantpowercoupl https://t.co/eT7VDvrNdk;Sat Sep 22 19:17:40 +0000 2018;0;3
1793;.@schallerstube! https://t.co/4Ocx0wn2AW;Sat Sep 22 19:21:00 +0000 2018;4;36
1792;@lilwhoviann @DelTaco Oh no! Email us at ethanandteam@beyondmeat.com and we’ll make it up to you!;Sat Sep 22 19:24:32 +0000 2018;0;0
1791;@tgp7777777 @schallerstube We will be in Tesco stores later this year, stay tuned for more updates!;Mon Sep 24 16:15:55 +0000 2018;0;0
1790;@lcmartin_linda We are excited to expand internationally and will be in Canadian grocery stores as soon as we can!;Mon Sep 24 16:18:01 +0000 2018;0;1
1789;@ResaAda22 🤣;Mon Sep 24 16:18:29 +0000 2018;0;1
1788;@mbkauai Thanks for reaching out, Michele! I an effort to be able to keep up with consumer demand, we've decided to discontinue the Sweet Italian Beyond Sausage to enable us to produce more popular Beyond Meat products. The Hot Italian will still be available.;Mon Sep 24 17:06:29 +0000 2018;0;1
1787;"""Universities have sown some of the seeds of the current wave of #plantbased companies, including Beyond Meat.""

@Forbes covers @GoodFoodInst's $3M donor-sponsored grant program: https://t.co/0VcjEWJJ4p";Mon Sep 24 17:15:06 +0000 2018;35;125
1786;@BigTentVegan @DelTaco So glad you were able to make it to @DelTaco and try The Beyond Avocado Taco!! How'd you like it?!;Mon Sep 24 17:53:48 +0000 2018;0;0
1785;@seabeelarry @TGIFridays What a beauty 😍;Mon Sep 24 17:54:59 +0000 2018;0;1
1784;@DelTaco @kraplan We can't get enough of these delicious tacos 😍;Mon Sep 24 19:11:48 +0000 2018;0;8
1783;@colegodsey3 We're so happy to hear how much you enjoyed your first of many Beyond Burgers 😃;Mon Sep 24 19:21:30 +0000 2018;0;1
1782;"Let's start this week off right! 🎉  Retweet this post w/ a list of ALL the toppings you love on your #BeyondBurger for a chance to win free product and Beyond Meat swag 🍔 

*Winner chosen 9/25. US only* https://t.co/MH4Eg6pdUf";Mon Sep 24 22:43:01 +0000 2018;68;251
1781;@the_fake_danny @vons It's great to see your local store is starting to see the effects of our increased production efforts. Thanks for sharing!;Tue Sep 25 16:31:16 +0000 2018;0;7
1780;@ARPhotos Hey Jennifer! Thanks for letting us know about this, we apologize for the troubles. We'd love to learn more about your experience with the packaging so we can better our product. Please email us at ethanandteam@beyondmeat.com with photos. Thank you.;Tue Sep 25 16:47:20 +0000 2018;0;0
1779;@guyjnewson So glad you enjoyed it, we can't wait for you to have many more!;Tue Sep 25 22:49:56 +0000 2018;0;1
1778;@smartstar79 ❤️ 🌱 🍔;Tue Sep 25 22:53:09 +0000 2018;0;0
1777;@marytromero_ We're glad we could help turn your mood around 😊;Tue Sep 25 22:55:43 +0000 2018;1;1
1776;@GAKIndiana This is so great to hear! We're glad that so many people were able to enjoy #BeyondSausage at #indyoctoberfest18. We can't wait to be a part of it again next year!;Tue Sep 25 23:35:27 +0000 2018;0;2
1775;@looksthatkale @justforall @So_Delicious Looks tasty 😋;Tue Sep 25 23:39:09 +0000 2018;1;1
1774;@willgoodbin @Michiel_Lely We will be launching in Tesco stores later this year. Stay tuned for future updates and exact dates. Thanks!;Tue Sep 25 23:45:12 +0000 2018;0;1
1773;@urnotchanel Yay! So glad you loved it 😍;Tue Sep 25 23:55:38 +0000 2018;0;2
1772;@kaylaperrin @DelTaco We will be back at @AWCanada on Oct. 1st!;Wed Sep 26 00:01:53 +0000 2018;0;1
1771;@PigeonFriend Sounds tasty 😍;Wed Sep 26 00:06:25 +0000 2018;0;0
1770;@stanschwartzmd Hey Stan! Sorry to hear you're having trouble finding #BeyondSausage. Demand is at an all-time high. We're doing everything we can to ramp up production and make sure they'll be in stock more consistently. We hope you can bear with us while we work out the kinks!;Wed Sep 26 00:10:04 +0000 2018;0;4
1769;@The_Evil_Barbie Getting creative with the peanut butter! We like it 😏;Wed Sep 26 00:11:03 +0000 2018;0;1
1768;@DoubleDrats @Amanda_Face101 Our products are in over 25,000 retail stores nationwide! Check out our store locator to find the closest retailer near you: https://t.co/DpCtErzqfZ;Wed Sep 26 00:14:16 +0000 2018;0;1
1767;@Generally_Gen Sounds delicious! Congratulations you are our winner 🎉  We will send you a private message to explain the next steps!;Wed Sep 26 00:20:08 +0000 2018;0;3
1766;"Congrats to our winner @Generally_Gen 🥳 Who likes her #BeyondBurger with ""BBQ sauce + seaweed, stone ground mustard + Just Mayo, FYH cheese galore, lettuce, tomato, cucumber, bell peppers, avocado, pickled jalapeños, kale, spinach, pickles, mushrooms."" https://t.co/8gsf4rgEOU";Wed Sep 26 00:21:05 +0000 2018;4;50
1765;We’re doing #TacoTuesday the Beyond Taco way 🌮 @DelTaco https://t.co/XgLvcnHWs2;Wed Sep 26 00:27:13 +0000 2018;5;84
1764;A Burger With Benefits: Beyond Meat® Releases Impact Report Quantifying the Environmental Benefits of The Beyond Burger® https://t.co/XD7YumdqaU;Wed Sep 26 14:33:45 +0000 2018;29;116
1763;"Building meat w/out the animal requires less resources, but how much less? 

We worked w/ @UMich to lead a peer-reviewed Life Cycle Analysis detailing the favorable environmental impact of The #BeyondBurger vs. a ¼ lb. U.S. beef burger. Report/results ➡️ https://t.co/b7jSPRrR4F https://t.co/WiD0Z8auIy";Wed Sep 26 15:56:48 +0000 2018;536;1103
1762;“This Vegan Brand Just Proved That Plant-Based Burgers Are More Sustainable Than Those Made Of Beef” via @forbes https://t.co/VcwCIdEZ8Z;Wed Sep 26 17:00:57 +0000 2018;69;239
1761;@nancy180 @LeoDiCaprio Hey Nancy! Our products are in over 25,000 retail stores nationwide! Here is a link to our store locator to help you find the closest retailer near you: https://t.co/DpCtErzqfZ;Wed Sep 26 19:58:53 +0000 2018;8;106
1760;@factsmatter1980 @LeoDiCaprio Our products are in over 25,000 retail stores nationwide! Check out our store locator to find the closest retailer near you: https://t.co/DpCtErhORp;Wed Sep 26 19:59:48 +0000 2018;0;1
1759;@bunnyblake71 @nancy180 @LeoDiCaprio Hey Koren, we will be in Tesco stores later this year!;Wed Sep 26 20:53:09 +0000 2018;9;122
